,code,Detailed List Numbers,Cause
572,E79,,"Remainder of endocrine, nutritional and metabolic diseases"
573,E80,,"Remainder of endocrine, nutritional and metabolic diseases"
574,E81,,"Remainder of endocrine, nutritional and metabolic diseases"
575,E82,,"Remainder of endocrine, nutritional and metabolic diseases"
576,E83,,"Remainder of endocrine, nutritional and metabolic diseases"
577,E84,,"Remainder of endocrine, nutritional and metabolic diseases"
578,E85,,"Remainder of endocrine, nutritional and metabolic diseases"
579,E86,,"Remainder of endocrine, nutritional and metabolic diseases"
580,E87,,"Remainder of endocrine, nutritional and metabolic diseases"
581,E88,,"Remainder of endocrine, nutritional and metabolic diseases"
582,F01,,Mental and behavioural disorders
583,F02,,Mental and behavioural disorders
584,F03,,Mental and behavioural disorders
585,F04,,Mental and behavioural disorders
586,F05,,Mental and behavioural disorders
587,F06,,Mental and behavioural disorders
588,F07,,Mental and behavioural disorders
589,F08,,Mental and behavioural disorders
590,F09,,Mental and behavioural disorders
591,F10,,Mental and behavioural disorders due to psychoactive substance use
592,F11,,Mental and behavioural disorders due to psychoactive substance use
593,F12,,Mental and behavioural disorders due to psychoactive substance use
594,F13,,Mental and behavioural disorders due to psychoactive substance use
595,F14,,Mental and behavioural disorders due to psychoactive substance use
596,F15,,Mental and behavioural disorders due to psychoactive substance use
597,F16,,Mental and behavioural disorders due to psychoactive substance use
598,F17,,Mental and behavioural disorders due to psychoactive substance use
599,F18,,Mental and behavioural disorders due to psychoactive substance use
600,F19,,Mental and behavioural disorders due to psychoactive substance use
601,F20,,Remainder of mental and behavioural disorders
602,F21,,Remainder of mental and behavioural disorders
603,F22,,Remainder of mental and behavioural disorders
604,F23,,Remainder of mental and behavioural disorders
605,F24,,Remainder of mental and behavioural disorders
606,F25,,Remainder of mental and behavioural disorders
607,F26,,Remainder of mental and behavioural disorders
608,F27,,Remainder of mental and behavioural disorders
609,F28,,Remainder of mental and behavioural disorders
610,F29,,Remainder of mental and behavioural disorders
611,F30,,Remainder of mental and behavioural disorders
612,F31,,Remainder of mental and behavioural disorders
613,F32,,Remainder of mental and behavioural disorders
614,F33,,Remainder of mental and behavioural disorders
615,F34,,Remainder of mental and behavioural disorders
616,F35,,Remainder of mental and behavioural disorders
617,F36,,Remainder of mental and behavioural disorders
618,F37,,Remainder of mental and behavioural disorders
619,F38,,Remainder of mental and behavioural disorders
620,F39,,Remainder of mental and behavioural disorders
621,F40,,Remainder of mental and behavioural disorders
622,F41,,Remainder of mental and behavioural disorders
623,F42,,Remainder of mental and behavioural disorders
624,F43,,Remainder of mental and behavioural disorders
625,F44,,Remainder of mental and behavioural disorders
626,F45,,Remainder of mental and behavioural disorders
627,F46,,Remainder of mental and behavioural disorders
628,F47,,Remainder of mental and behavioural disorders
629,F48,,Remainder of mental and behavioural disorders
630,F49,,Remainder of mental and behavioural disorders
631,F50,,Remainder of mental and behavioural disorders
632,F51,,Remainder of mental and behavioural disorders
633,F52,,Remainder of mental and behavioural disorders
634,F53,,Remainder of mental and behavioural disorders
635,F54,,Remainder of mental and behavioural disorders
636,F55,,Remainder of mental and behavioural disorders
637,F56,,Remainder of mental and behavioural disorders
638,F57,,Remainder of mental and behavioural disorders
639,F58,,Remainder of mental and behavioural disorders
640,F59,,Remainder of mental and behavioural disorders
641,F60,,Remainder of mental and behavioural disorders
642,F61,,Remainder of mental and behavioural disorders
643,F62,,Remainder of mental and behavioural disorders
644,F63,,Remainder of mental and behavioural disorders
645,F64,,Remainder of mental and behavioural disorders
646,F65,,Remainder of mental and behavioural disorders
647,F66,,Remainder of mental and behavioural disorders
648,F67,,Remainder of mental and behavioural disorders
649,F68,,Remainder of mental and behavioural disorders
650,F69,,Remainder of mental and behavioural disorders
651,F70,,Remainder of mental and behavioural disorders
652,F71,,Remainder of mental and behavioural disorders
653,F72,,Remainder of mental and behavioural disorders
654,F73,,Remainder of mental and behavioural disorders
655,F74,,Remainder of mental and behavioural disorders
656,F75,,Remainder of mental and behavioural disorders
657,F76,,Remainder of mental and behavioural disorders
658,F77,,Remainder of mental and behavioural disorders
659,F78,,Remainder of mental and behavioural disorders
660,F79,,Remainder of mental and behavioural disorders
661,F80,,Remainder of mental and behavioural disorders
662,F81,,Remainder of mental and behavioural disorders
663,F82,,Remainder of mental and behavioural disorders
664,F83,,Remainder of mental and behavioural disorders
665,F84,,Remainder of mental and behavioural disorders
666,F85,,Remainder of mental and behavioural disorders
667,F86,,Remainder of mental and behavioural disorders
668,F87,,Remainder of mental and behavioural disorders
669,F88,,Remainder of mental and behavioural disorders
670,F89,,Remainder of mental and behavioural disorders
671,F90,,Remainder of mental and behavioural disorders
672,F91,,Remainder of mental and behavioural disorders
673,F92,,Remainder of mental and behavioural disorders
674,F93,,Remainder of mental and behavioural disorders
675,F94,,Remainder of mental and behavioural disorders
676,F95,,Remainder of mental and behavioural disorders
677,F96,,Remainder of mental and behavioural disorders
678,F97,,Remainder of mental and behavioural disorders
679,F98,,Remainder of mental and behavioural disorders
680,F99,,Remainder of mental and behavioural disorders
681,G00,,Meningitis
682,G01,,Diseases of the nervous system
683,G02,,Diseases of the nervous system
684,G03,,Meningitis
685,G04,,Remainder of diseases of the nervous system
686,G05,,Remainder of diseases of the nervous system
687,G06,,Remainder of diseases of the nervous system
688,G07,,Remainder of diseases of the nervous system
689,G08,,Remainder of diseases of the nervous system
690,G09,,Remainder of diseases of the nervous system
691,G10,,Remainder of diseases of the nervous system
692,G11,,Remainder of diseases of the nervous system
693,G12,,Remainder of diseases of the nervous system
694,G13,,Remainder of diseases of the nervous system
695,G14,,Remainder of diseases of the nervous system
696,G15,,Remainder of diseases of the nervous system
697,G16,,Remainder of diseases of the nervous system
698,G17,,Remainder of diseases of the nervous system
699,G18,,Remainder of diseases of the nervous system
700,G19,,Remainder of diseases of the nervous system
701,G20,,Remainder of diseases of the nervous system
702,G21,,Remainder of diseases of the nervous system
703,G22,,Remainder of diseases of the nervous system
704,G23,,Remainder of diseases of the nervous system
705,G24,,Remainder of diseases of the nervous system
706,G25,,Remainder of diseases of the nervous system
707,G26,,Diseases of the nervous system
708,G27,,Diseases of the nervous system
709,G28,,Diseases of the nervous system
710,G29,,Diseases of the nervous system
711,G30,,Alzheimer's disease
712,G31,,Remainder of diseases of the nervous system
713,G32,,Remainder of diseases of the nervous system
714,G33,,Remainder of diseases of the nervous system
715,G34,,Remainder of diseases of the nervous system
716,G35,,Remainder of diseases of the nervous system
717,G36,,Remainder of diseases of the nervous system
718,G37,,Remainder of diseases of the nervous system
719,G38,,Remainder of diseases of the nervous system
720,G39,,Remainder of diseases of the nervous system
721,G40,,Remainder of diseases of the nervous system
722,G41,,Remainder of diseases of the nervous system
723,G42,,Remainder of diseases of the nervous system
724,G43,,Remainder of diseases of the nervous system
725,G44,,Remainder of diseases of the nervous system
726,G45,,Remainder of diseases of the nervous system
727,G46,,Remainder of diseases of the nervous system
728,G47,,Remainder of diseases of the nervous system
729,G48,,Remainder of diseases of the nervous system
730,G49,,Remainder of diseases of the nervous system
731,G50,,Remainder of diseases of the nervous system
732,G51,,Remainder of diseases of the nervous system
733,G52,,Remainder of diseases of the nervous system
734,G53,,Remainder of diseases of the nervous system
735,G54,,Remainder of diseases of the nervous system
736,G55,,Remainder of diseases of the nervous system
737,G56,,Remainder of diseases of the nervous system
738,G57,,Remainder of diseases of the nervous system
739,G58,,Remainder of diseases of the nervous system
740,G59,,Remainder of diseases of the nervous system
741,G60,,Remainder of diseases of the nervous system
742,G61,,Remainder of diseases of the nervous system
743,G62,,Remainder of diseases of the nervous system
744,G63,,Remainder of diseases of the nervous system
745,G64,,Remainder of diseases of the nervous system
746,G65,,Remainder of diseases of the nervous system
747,G66,,Remainder of diseases of the nervous system
748,G67,,Remainder of diseases of the nervous system
749,G68,,Remainder of diseases of the nervous system
750,G69,,Remainder of diseases of the nervous system
751,G70,,Remainder of diseases of the nervous system
752,G71,,Remainder of diseases of the nervous system
753,G72,,Remainder of diseases of the nervous system
754,G73,,Remainder of diseases of the nervous system
755,G74,,Remainder of diseases of the nervous system
756,G75,,Remainder of diseases of the nervous system
757,G76,,Remainder of diseases of the nervous system
758,G77,,Remainder of diseases of the nervous system
759,G78,,Remainder of diseases of the nervous system
760,G79,,Remainder of diseases of the nervous system
761,G80,,Remainder of diseases of the nervous system
762,G81,,Remainder of diseases of the nervous system
763,G82,,Remainder of diseases of the nervous system
764,G83,,Remainder of diseases of the nervous system
765,G84,,Remainder of diseases of the nervous system
766,G85,,Remainder of diseases of the nervous system
767,G86,,Remainder of diseases of the nervous system
768,G87,,Remainder of diseases of the nervous system
769,G88,,Remainder of diseases of the nervous system
770,G89,,Remainder of diseases of the nervous system
771,G90,,Remainder of diseases of the nervous system
772,G91,,Remainder of diseases of the nervous system
773,G92,,Remainder of diseases of the nervous system
774,G93,,Remainder of diseases of the nervous system
775,G94,,Remainder of diseases of the nervous system
776,G95,,Remainder of diseases of the nervous system
777,G96,,Remainder of diseases of the nervous system
778,G97,,Remainder of diseases of the nervous system
779,G98,,Remainder of diseases of the nervous system
780,H00,,Diseases of the eye and adnexa
781,H01,,Diseases of the eye and adnexa
782,H02,,Diseases of the eye and adnexa
783,H03,,Diseases of the eye and adnexa
784,H04,,Diseases of the eye and adnexa
785,H05,,Diseases of the eye and adnexa
786,H06,,Diseases of the eye and adnexa
787,H07,,Diseases of the eye and adnexa
788,H08,,Diseases of the eye and adnexa
789,H09,,Diseases of the eye and adnexa
790,H10,,Diseases of the eye and adnexa
791,H11,,Diseases of the eye and adnexa
792,H12,,Diseases of the eye and adnexa
793,H13,,Diseases of the eye and adnexa
794,H14,,Diseases of the eye and adnexa
795,H15,,Diseases of the eye and adnexa
796,H16,,Diseases of the eye and adnexa
797,H17,,Diseases of the eye and adnexa
798,H18,,Diseases of the eye and adnexa
799,H19,,Diseases of the eye and adnexa
800,H20,,Diseases of the eye and adnexa
801,H21,,Diseases of the eye and adnexa
802,H22,,Diseases of the eye and adnexa
803,H23,,Diseases of the eye and adnexa
804,H24,,Diseases of the eye and adnexa
805,H25,,Diseases of the eye and adnexa
806,H26,,Diseases of the eye and adnexa
807,H27,,Diseases of the eye and adnexa
808,H28,,Diseases of the eye and adnexa
809,H29,,Diseases of the eye and adnexa
810,H30,,Diseases of the eye and adnexa
811,H31,,Diseases of the eye and adnexa
812,H32,,Diseases of the eye and adnexa
813,H33,,Diseases of the eye and adnexa
814,H34,,Diseases of the eye and adnexa
815,H35,,Diseases of the eye and adnexa
816,H36,,Diseases of the eye and adnexa
817,H37,,Diseases of the eye and adnexa
818,H38,,Diseases of the eye and adnexa
819,H39,,Diseases of the eye and adnexa
820,H40,,Diseases of the eye and adnexa
821,H41,,Diseases of the eye and adnexa
822,H42,,Diseases of the eye and adnexa
823,H43,,Diseases of the eye and adnexa
824,H44,,Diseases of the eye and adnexa
825,H45,,Diseases of the eye and adnexa
826,H46,,Diseases of the eye and adnexa
827,H47,,Diseases of the eye and adnexa
828,H48,,Diseases of the eye and adnexa
829,H49,,Diseases of the eye and adnexa
830,H50,,Diseases of the eye and adnexa
831,H51,,Diseases of the eye and adnexa
832,H52,,Diseases of the eye and adnexa
833,H53,,Diseases of the eye and adnexa
834,H54,,Diseases of the eye and adnexa
835,H55,,Diseases of the eye and adnexa
836,H56,,Diseases of the eye and adnexa
837,H57,,Diseases of the eye and adnexa
838,H60,,Diseases of the ear and mastoid process
839,H61,,Diseases of the ear and mastoid process
840,H62,,Diseases of the ear and mastoid process
841,H63,,Diseases of the ear and mastoid process
842,H64,,Diseases of the ear and mastoid process
843,H65,,Diseases of the ear and mastoid process
844,H66,,Diseases of the ear and mastoid process
845,H67,,Diseases of the ear and mastoid process
846,H68,,Diseases of the ear and mastoid process
